datetime,latitude,longitude
2016-04-09 16:03:57.075000+00:00,6.5800097,3.3602369
2016-04-09 16:25:54.991000+00:00,6.5801067,3.3602624
2016-04-09 16:33:18.967000+00:00,6.5800597,3.3602186
2016-04-09 16:45:35.291000+00:00,6.5814872,3.3599779
2016-04-09 16:58:55.895000+00:00,6.5811511,3.3597923
2016-04-09 17:33:30.426000+00:00,6.575573,3.361835
2016-04-09 17:48:27.890000+00:00,6.5741099,3.3729548
2016-04-09 19:46:05.999000+00:00,6.5744363,3.3728363
2016-04-09 20:37:27.999000+00:00,6.5741187,3.3729728
2016-04-09 21:42:18.786000+00:00,6.5740889,3.3730256
2016-04-09 22:34:50.999000+00:00,6.5739295,3.3729702
2016-04-10 00:32:53.232000+00:00,6.5742784,3.3729849
2016-04-10 08:49:25.319000+00:00,6.5631204,3.3707164
2016-04-10 08:52:21.505000+00:00,6.5630804,3.3739095
2016-04-10 08:55:25.506000+00:00,6.5626899,3.3751085
2016-04-10 13:11:17+00:00,6.5630317,3.375189
2016-04-10 13:16:52.270000+00:00,6.5632857,3.374566
2016-04-10 14:30:41.015000+00:00,6.5676443,3.376778
2016-04-10 14:36:09.398000+00:00,6.5677503,3.3762058
2016-04-10 15:10:35.478000+00:00,6.5628592,3.3747532
2016-04-10 19:04:05.741000+00:00,6.5628722,3.3764892
2016-04-10 20:10:02.873000+00:00,6.5728535,3.3712874
2016-04-10 20:55:07.003000+00:00,6.5738868,3.3730148
2016-04-10 22:12:34.470000+00:00,6.5740365,3.3729886
2016-04-10 23:00:40.001000+00:00,6.5744399,3.372862
2016-04-10 23:07:04+00:00,6.5743935,3.3728776
2016-04-11 00:25:26.200000+00:00,6.5740708,3.3731012
2016-04-11 02:21:21+00:00,6.5741488,3.3729634
2016-04-11 04:14:13.259000+00:00,6.5742953,3.3727559
2016-04-11 06:08:18.200000+00:00,6.5780758,3.3740426
2016-04-11 06:52:01.999000+00:00,6.5741474,3.3728342
2016-04-11 09:43:41.709000+00:00,6.568553,3.3692579
2016-04-11 10:14:13.020000+00:00,6.5743841,3.3730057
2016-04-11 13:01:40+00:00,6.5686267,3.3689714
2016-04-11 15:10:34.011000+00:00,6.5741667,3.3732224
2016-04-11 19:49:30.825000+00:00,6.5739769,3.3728387
2016-04-11 21:50:33.583000+00:00,6.5740689,3.3729322
2016-04-11 23:55:07.249000+00:00,6.5740247,3.3728783
2016-04-12 02:05:42.999000+00:00,6.5741923,3.3728997
2016-04-12 04:02:56+00:00,6.5738615,3.3736257
2016-04-12 05:52:56+00:00,6.5741826,3.3729979
2016-04-12 07:48:51.995000+00:00,6.574232,3.372981
2016-04-12 09:27:36.853000+00:00,6.5718969,3.3725632
2016-04-12 10:56:04.837000+00:00,6.5743429,3.3728817
2016-04-12 10:58:28.980000+00:00,6.5742066,3.3729227
2016-04-12 11:00:05.886000+00:00,6.5741246,3.3698079
2016-04-12 11:06:46.687000+00:00,6.5743384,3.3690136
2016-04-12 11:17:07+00:00,6.5744095,3.3687807
2016-04-12 11:18:31.890000+00:00,6.5745988,3.3692069
2016-04-12 11:19:42.148000+00:00,6.5678349,3.3665516
2016-04-12 11:22:20.175000+00:00,6.558604,3.3666404
2016-04-12 11:45:29.830000+00:00,6.4621157,3.3816068
2016-04-12 11:51:25.289000+00:00,6.4530282,3.3838202
2016-04-12 11:54:58.553000+00:00,6.4505994,3.3883243
2016-04-12 11:58:10.178000+00:00,6.4472036,3.3937056
2016-04-12 12:00:49.397000+00:00,6.4447156,3.4014932
2016-04-12 12:04:50.512000+00:00,6.4433762,3.4104311
2016-04-12 12:06:57+00:00,6.4418957,3.4159594
2016-04-12 12:09:14.855000+00:00,6.4427502,3.4211164
2016-04-12 12:14:05.446000+00:00,6.4444348,3.4254455
2016-04-12 12:16:09.391000+00:00,6.4445785,3.4267356
2016-04-12 12:16:13.714000+00:00,6.4438357,3.4268368
2016-04-12 12:19:16.995000+00:00,6.4437554,3.4268585
2016-04-12 13:18:12.964000+00:00,6.4436554,3.4268899
